vid	yid	start	end	raw-text	tokenized-text	gloss	split
GzSB9ILTbV8-00:10:50.983-00:10:52.518	GzSB9ILTbV8	00:10:50.983	00:10:52.518	and she signed.	and she signed		train
GzSB9ILTbV8-00:10:52.585-00:10:57.957	GzSB9ILTbV8	00:10:52.585	00:10:57.957	And she didn't remember any	and she didnt remember any		train
GzSB9ILTbV8-00:10:58.024-00:11:00.893	GzSB9ILTbV8	00:10:58.024	00:11:00.893	And the other deaf people who	and the other deaf people who		train
GzSB9ILTbV8-00:11:00.960-00:11:03.496	GzSB9ILTbV8	00:11:00.960	00:11:03.496	at the time seemed	at the time seemed		train
GzSB9ILTbV8-00:11:03.562-00:11:05.698	GzSB9ILTbV8	00:11:03.562	00:11:05.698	If they had any	if they had any		train
GzSB9ILTbV8-00:11:05.765-00:11:09.235	GzSB9ILTbV8	00:11:05.765	00:11:09.235	seemed to be things like	seemed to be things like		train
GzSB9ILTbV8-00:11:09.301-00:11:12.872	GzSB9ILTbV8	00:11:09.301	00:11:12.872	but it wasn't anything to do	but it wasnt anything to do		test
GzSB9ILTbV8-00:11:12.938-00:11:15.808	GzSB9ILTbV8	00:11:12.938	00:11:15.808	being obstreperous and	being obstreperous and		train
GzSB9ILTbV8-00:11:15.875-00:11:18.244	GzSB9ILTbV8	00:11:15.875	00:11:18.244	Everything seemed to go	everything seemed to go		train
GzSB9ILTbV8-00:11:18.310-00:11:21.647	GzSB9ILTbV8	00:11:18.310	00:11:21.647	My dad moved to the area,	my dad moved to the area		train
GzSB9ILTbV8-00:11:21.714-00:11:24.417	GzSB9ILTbV8	00:11:21.714	00:11:24.417	They fell in love, married	they fell in love married		train
GzSB9ILTbV8-00:11:24.483-00:11:26.552	GzSB9ILTbV8	00:11:24.483	00:11:26.552	Since had their kids,	since had their kids		train
GzSB9ILTbV8-00:11:33.125-00:11:34.527	GzSB9ILTbV8	00:11:33.125	00:11:34.527	I don't know.	i dont know		valid
GzSB9ILTbV8-00:11:34.593-00:11:35.261	GzSB9ILTbV8	00:11:34.593	00:11:35.261	I don't know.	i dont know		train
GzSB9ILTbV8-00:11:35.327-00:11:37.496	GzSB9ILTbV8	00:11:35.327	00:11:37.496	Born deaf.	born deaf		test
GzSB9ILTbV8-00:11:37.563-00:11:38.998	GzSB9ILTbV8	00:11:37.563	00:11:38.998	My brother definitely	my brother definitely		train
GzSB9ILTbV8-00:11:39.065-00:11:39.865	GzSB9ILTbV8	00:11:39.065	00:11:39.865	Same as my dad.	same as my dad		train
GzSB9ILTbV8-00:11:39.932-00:11:41.834	GzSB9ILTbV8	00:11:39.932	00:11:41.834	We know they were born deaf.	we know they were born deaf		train
GzSB9ILTbV8-00:11:41.901-00:11:45.771	GzSB9ILTbV8	00:11:41.901	00:11:45.771	My mother, the story	my mother the story		train
GzSB9ILTbV8-00:11:45.838-00:11:50.309	GzSB9ILTbV8	00:11:45.838	00:11:50.309	that she may have born deaf, but	that she may have born deaf but		train
GzSB9ILTbV8-00:11:50.376-00:11:53.779	GzSB9ILTbV8	00:11:50.376	00:11:53.779	until she was around	until she was around		train
GzSB9ILTbV8-00:11:53.846-00:11:57.216	GzSB9ILTbV8	00:11:53.846	00:11:57.216	It was really young I know.	it was really young i know		train
GzSB9ILTbV8-00:11:57.283-00:12:00.953	GzSB9ILTbV8	00:11:57.283	00:12:00.953	It must've been, I think	it mustve been i think		train
GzSB9ILTbV8-00:12:01.020-00:12:03.722	GzSB9ILTbV8	00:12:01.020	00:12:03.722	something like that.	something like that		valid
GzSB9ILTbV8-00:12:03.789-00:12:07.593	GzSB9ILTbV8	00:12:03.789	00:12:07.593	And so, she tells the story of	and so she tells the story of		train
GzSB9ILTbV8-00:12:07.660-00:12:08.761	GzSB9ILTbV8	00:12:07.660	00:12:08.761	Something happened.	something happened		train
GzSB9ILTbV8-00:12:08.828-00:12:09.929	GzSB9ILTbV8	00:12:08.828	00:12:09.929	There was a wood stove.	there was a wood stove		train
GzSB9ILTbV8-00:12:09.995-00:12:11.230	GzSB9ILTbV8	00:12:09.995	00:12:11.230	And she bashed it into it.	and she bashed it into it		train
GzSB9ILTbV8-00:12:11.297-00:12:12.865	GzSB9ILTbV8	00:12:11.297	00:12:12.865	Maybe it was hot.	maybe it was hot		test
GzSB9ILTbV8-00:12:12.932-00:12:13.699	GzSB9ILTbV8	00:12:12.932	00:12:13.699	She was burned.	she was burned		train
GzSB9ILTbV8-00:12:13.766-00:12:15.634	GzSB9ILTbV8	00:12:13.766	00:12:15.634	She did have burns on	she did have burns on		train
GzSB9ILTbV8-00:12:15.701-00:12:17.603	GzSB9ILTbV8	00:12:15.701	00:12:17.603	But she didn't cry	but she didnt cry		train
GzSB9ILTbV8-00:12:17.670-00:12:20.239	GzSB9ILTbV8	00:12:17.670	00:12:20.239	And that's when the parents	and thats when the parents		train
GzSB9ILTbV8-00:12:20.306-00:12:22.975	GzSB9ILTbV8	00:12:20.306	00:12:22.975	They saw her and they saw she	they saw her and they saw she		train
GzSB9ILTbV8-00:12:23.042-00:12:25.945	GzSB9ILTbV8	00:12:23.042	00:12:25.945	to the hospital and that's when	to the hospital and thats when		train
GzSB9ILTbV8-00:12:26.011-00:12:28.380	GzSB9ILTbV8	00:12:26.011	00:12:28.380	And for a while people	and for a while people		train
GzSB9ILTbV8-00:12:28.447-00:12:30.349	GzSB9ILTbV8	00:12:28.447	00:12:30.349	of that fall was what	of that fall was what		valid
GzSB9ILTbV8-00:12:30.416-00:12:32.852	GzSB9ILTbV8	00:12:30.416	00:12:32.852	But it seems more likely	but it seems more likely		train
GzSB9ILTbV8-00:12:32.918-00:12:35.187	GzSB9ILTbV8	00:12:32.918	00:12:35.187	and that when they had to	and that when they had to		train
GzSB9ILTbV8-00:12:35.254-00:12:36.856	GzSB9ILTbV8	00:12:35.254	00:12:36.856	when they discovered	when they discovered		valid
GzSB9ILTbV8-00:12:36.922-00:12:39.525	GzSB9ILTbV8	00:12:36.922	00:12:39.525	that's when the officials	thats when the officials		train
GzSB9ILTbV8-00:12:39.592-00:12:41.060	GzSB9ILTbV8	00:12:39.592	00:12:41.060	As for my dad, we	as for my dad we		valid
GzSB9ILTbV8-00:12:41.127-00:12:44.296	GzSB9ILTbV8	00:12:41.127	00:12:44.296	It seems like he	it seems like he		valid
GzSB9ILTbV8-00:12:44.363-00:12:47.766	GzSB9ILTbV8	00:12:44.363	00:12:47.766	And as for me, my mom says	and as for me my mom says		valid
GzSB9ILTbV8-00:12:47.833-00:12:49.869	GzSB9ILTbV8	00:12:47.833	00:12:49.869	I was taken ill.	i was taken ill		train
GzSB9ILTbV8-00:12:49.935-00:12:51.971	GzSB9ILTbV8	00:12:49.935	00:12:51.971	And before that it was	and before that it was		train
GzSB9ILTbV8-00:12:52.037-00:12:52.805	GzSB9ILTbV8	00:12:52.037	00:12:52.805	But it's murky.	but its murky		valid
GzSB9ILTbV8-00:12:52.872-00:12:53.339	GzSB9ILTbV8	00:12:52.872	00:12:53.339	Who knows?	who knows		train
GzSB9ILTbV8-00:12:53.405-00:12:55.307	GzSB9ILTbV8	00:12:53.405	00:12:55.307	I mean there were no	i mean there were no		train
GzSB9ILTbV8-00:12:55.374-00:12:57.743	GzSB9ILTbV8	00:12:55.374	00:12:57.743	so we don't really know.	so we dont really know		train
GzSB9ILTbV8-00:12:57.810-00:12:59.578	GzSB9ILTbV8	00:12:57.810	00:12:59.578	I mean, I think I was	i mean i think i was		train
GzSB9ILTbV8-00:12:59.645-00:13:00.813	GzSB9ILTbV8	00:12:59.645	00:13:00.813	I think I always have been.	i think i always have been		test
GzSB9ILTbV8-00:13:03.582-00:13:05.017	GzSB9ILTbV8	00:13:03.582	00:13:05.017	I got my degree at Gallaudet.	i got my degree at gallaudet		train
GzSB9ILTbV8-00:13:05.084-00:13:06.886	GzSB9ILTbV8	00:13:05.084	00:13:06.886	I majored in English and drama.	i majored in english and drama		valid
GzSB9ILTbV8-00:13:06.952-00:13:08.554	GzSB9ILTbV8	00:13:06.952	00:13:08.554	I was a double major.	i was a double major		test
GzSB9ILTbV8-00:13:13.692-00:13:15.794	GzSB9ILTbV8	00:13:13.692	00:13:15.794	Malls?	malls		train
GzSB9ILTbV8-00:13:15.861-00:13:19.498	GzSB9ILTbV8	00:13:15.861	00:13:19.498	Malls moved here from	malls moved here from		test
GzSB9ILTbV8-00:13:19.565-00:13:20.933	GzSB9ILTbV8	00:13:19.565	00:13:20.933	Yeah, I think it was Michigan.	yeah i think it was michigan		train
GzSB9ILTbV8-00:13:21.000-00:13:25.638	GzSB9ILTbV8	00:13:21.000	00:13:25.638	And he worked for a	and he worked for a		train
GzSB9ILTbV8-00:13:25.704-00:13:28.574	GzSB9ILTbV8	00:13:25.704	00:13:28.574	He had a deaf son also, who	he had a deaf son also who		valid
GzSB9ILTbV8-00:13:28.641-00:13:31.243	GzSB9ILTbV8	00:13:28.641	00:13:31.243	in Berkeley when I was there.	in berkeley when i was there		train
GzSB9ILTbV8-00:13:31.310-00:13:34.146	GzSB9ILTbV8	00:13:31.310	00:13:34.146	And I think when I	and i think when i		train
GzSB9ILTbV8-00:13:34.213-00:13:35.648	GzSB9ILTbV8	00:13:34.213	00:13:35.648	that's when the	thats when the		train
GzSB9ILTbV8-00:13:35.714-00:13:36.749	GzSB9ILTbV8	00:13:35.714	00:13:36.749	to the school for the deaf.	to the school for the deaf		train
GzSB9ILTbV8-00:13:36.815-00:13:39.118	GzSB9ILTbV8	00:13:36.815	00:13:39.118	And I met the son, who was	and i met the son who was		train
GzSB9ILTbV8-00:13:39.185-00:13:41.487	GzSB9ILTbV8	00:13:39.185	00:13:41.487	We kind of hung	we kind of hung		train
GzSB9ILTbV8-00:13:41.554-00:13:44.990	GzSB9ILTbV8	00:13:41.554	00:13:44.990	Malls got a job teaching	malls got a job teaching		train
GzSB9ILTbV8-00:13:52.498-00:13:56.001	GzSB9ILTbV8	00:13:52.498	00:13:56.001	I think I was in junior	i think i was in junior		train
GzSB9ILTbV8-00:13:56.068-00:13:57.937	GzSB9ILTbV8	00:13:56.068	00:13:57.937	And I was captivated.	and i was captivated		train
GzSB9ILTbV8-00:13:58.003-00:13:59.138	GzSB9ILTbV8	00:13:58.003	00:13:59.138	He was so funny.	he was so funny		train
GzSB9ILTbV8-00:13:59.205-00:14:00.272	GzSB9ILTbV8	00:13:59.205	00:14:00.272	He was so humble.	he was so humble		train
GzSB9ILTbV8-00:14:00.339-00:14:03.576	GzSB9ILTbV8	00:14:00.339	00:14:03.576	He was brilliant.	he was brilliant		train
GzSB9ILTbV8-00:14:03.642-00:14:07.046	GzSB9ILTbV8	00:14:03.642	00:14:07.046	He was very poetic, you	he was very poetic you		train
GzSB9ILTbV8-00:14:07.112-00:14:07.780	GzSB9ILTbV8	00:14:07.112	00:14:07.780	and his writing.	and his writing		train
GzSB9ILTbV8-00:14:10.816-00:14:14.086	GzSB9ILTbV8	00:14:10.816	00:14:14.086	Oh, and Malls had graduated	oh and malls had graduated		train
GzSB9ILTbV8-00:14:14.153-00:14:16.855	GzSB9ILTbV8	00:14:14.153	00:14:16.855	as well so he knew my mother.	as well so he knew my mother		test
GzSB9ILTbV8-00:14:16.922-00:14:19.858	GzSB9ILTbV8	00:14:16.922	00:14:19.858	So he went off to do other	so he went off to do other		train
GzSB9ILTbV8-00:14:19.925-00:14:22.728	GzSB9ILTbV8	00:14:19.925	00:14:22.728	And he already had a history	and he already had a history		train
GzSB9ILTbV8-00:14:22.795-00:14:23.629	GzSB9ILTbV8	00:14:22.795	00:14:23.629	here.	here		train
GzSB9ILTbV8-00:14:23.696-00:14:25.698	GzSB9ILTbV8	00:14:23.696	00:14:25.698	At the time, he moved	at the time he moved		test
GzSB9ILTbV8-00:14:25.764-00:14:28.968	GzSB9ILTbV8	00:14:25.764	00:14:28.968	was also teaching at the school	was also teaching at the school		train
GzSB9ILTbV8-00:14:29.034-00:14:30.402	GzSB9ILTbV8	00:14:29.034	00:14:30.402	been teaching for many years.	been teaching for many years		train
GzSB9ILTbV8-00:14:30.469-00:14:33.372	GzSB9ILTbV8	00:14:30.469	00:14:33.372	And I think was in the '60s or	and i think was in the 60s or		train
GzSB9ILTbV8-00:14:33.439-00:14:34.974	GzSB9ILTbV8	00:14:33.439	00:14:34.974	into the TV world.	into the tv world		train
GzSB9ILTbV8-00:14:35.040-00:14:37.610	GzSB9ILTbV8	00:14:35.040	00:14:37.610	He had that show	he had that show		train
GzSB9ILTbV8-00:14:37.676-00:14:39.178	GzSB9ILTbV8	00:14:37.676	00:14:39.178	It was a mime production.	it was a mime production		train
GzSB9ILTbV8-00:14:39.245-00:14:40.212	GzSB9ILTbV8	00:14:39.245	00:14:40.212	It was so exciting.	it was so exciting		train
GzSB9ILTbV8-00:14:40.279-00:14:42.514	GzSB9ILTbV8	00:14:40.279	00:14:42.514	We were really thrilled to	we were really thrilled to		train
GzSB9ILTbV8-00:14:42.581-00:14:45.451	GzSB9ILTbV8	00:14:42.581	00:14:45.451	on television, big deal.	on television big deal		test
GzSB9ILTbV8-00:14:45.517-00:14:48.654	GzSB9ILTbV8	00:14:45.517	00:14:48.654	So there was a lot of exposure	so there was a lot of exposure		train
GzSB9ILTbV8-00:14:48.721-00:14:51.390	GzSB9ILTbV8	00:14:48.721	00:14:51.390	a lot of acting this	a lot of acting this		test
GzSB9ILTbV8-00:14:51.457-00:14:53.559	GzSB9ILTbV8	00:14:51.457	00:14:53.559	This was before the	this was before the		train
GzSB9ILTbV8-00:14:53.626-00:14:54.860	GzSB9ILTbV8	00:14:53.626	00:14:54.860	was founded.	was founded		train
GzSB9ILTbV8-00:14:54.927-00:14:58.831	GzSB9ILTbV8	00:14:54.927	00:14:58.831	But there were so many	but there were so many		train
GzSB9ILTbV8-00:14:58.897-00:15:02.334	GzSB9ILTbV8	00:14:58.897	00:15:02.334	from this area, Valez, and	from this area valez and		train
GzSB9ILTbV8-00:15:02.401-00:15:03.569	GzSB9ILTbV8	00:15:02.401	00:15:03.569	here, who knew my parents.	here who knew my parents		train
GzSB9ILTbV8-00:15:03.636-00:15:05.404	GzSB9ILTbV8	00:15:03.636	00:15:05.404	So we were all	so we were all		train
GzSB9ILTbV8-00:15:05.471-00:15:07.139	GzSB9ILTbV8	00:15:05.471	00:15:07.139	And I was getting	and i was getting		train
GzSB9ILTbV8-00:15:11.443-00:15:13.279	GzSB9ILTbV8	00:15:11.443	00:15:13.279	Yes, I had a lot of influence.	yes i had a lot of influence		train
GzSB9ILTbV8-00:15:13.345-00:15:15.414	GzSB9ILTbV8	00:15:13.345	00:15:15.414	National Theater for	national theater for		train
GzSB9ILTbV8-00:15:15.481-00:15:17.249	GzSB9ILTbV8	00:15:15.481	00:15:17.249	and the first time they	and the first time they		train
GzSB9ILTbV8-00:15:17.316-00:15:19.551	GzSB9ILTbV8	00:15:17.316	00:15:19.551	the whole deaf world came,	the whole deaf world came		train
GzSB9ILTbV8-00:15:19.618-00:15:20.686	GzSB9ILTbV8	00:15:19.618	00:15:20.686	went to watch them.	went to watch them		test
GzSB9ILTbV8-00:15:20.753-00:15:22.454	GzSB9ILTbV8	00:15:20.753	00:15:22.454	My parents said, we've	my parents said weve		valid
GzSB9ILTbV8-00:15:22.521-00:15:23.188	GzSB9ILTbV8	00:15:22.521	00:15:23.188	We have to go.	we have to go		test
GzSB9ILTbV8-00:15:23.255-00:15:24.657	GzSB9ILTbV8	00:15:23.255	00:15:24.657	My brother and I went.	my brother and i went		train
GzSB9ILTbV8-00:15:24.723-00:15:25.758	GzSB9ILTbV8	00:15:24.723	00:15:25.758	And we watched them.	and we watched them		train
GzSB9ILTbV8-00:15:25.824-00:15:30.129	GzSB9ILTbV8	00:15:25.824	00:15:30.129	Let's see at that time, I	lets see at that time i		train
GzSB9ILTbV8-00:15:30.195-00:15:34.800	GzSB9ILTbV8	00:15:30.195	00:15:34.800	and sign, something like that	and sign something like that		train
GzSB9ILTbV8-00:15:34.867-00:15:36.602	GzSB9ILTbV8	00:15:34.867	00:15:36.602	You know, how do I love thee?	you know how do i love thee		valid
GzSB9ILTbV8-00:15:36.669-00:15:39.972	GzSB9ILTbV8	00:15:36.669	00:15:39.972	Let me count the ways,	let me count the ways		valid
GzSB9ILTbV8-00:15:40.039-00:15:44.443	GzSB9ILTbV8	00:15:40.039	00:15:44.443	Jabberwocky, I remember twas	jabberwocky i remember twas		train
GzSB9ILTbV8-00:15:44.510-00:15:45.978	GzSB9ILTbV8	00:15:44.510	00:15:45.978	And Malls was	and malls was		test
GzSB9ILTbV8-00:15:46.045-00:15:48.814	GzSB9ILTbV8	00:15:46.045	00:15:48.814	because he was helping with them	because he was helping with them		train
GzSB9ILTbV8-00:15:48.881-00:15:50.382	GzSB9ILTbV8	00:15:48.881	00:15:50.382	He was a consultant.	he was a consultant		train
GzSB9ILTbV8-00:15:50.449-00:15:53.585	GzSB9ILTbV8	00:15:50.449	00:15:53.585	So there were so many different	so there were so many different		train
GzSB9ILTbV8-00:15:53.652-00:15:55.587	GzSB9ILTbV8	00:15:53.652	00:15:55.587	at that time for me,	at that time for me		valid
GzSB9ILTbV8-00:15:55.654-00:15:58.924	GzSB9ILTbV8	00:15:55.654	00:15:58.924	to different language models.	to different language models		train
GzSB9ILTbV8-00:15:58.991-00:16:04.430	GzSB9ILTbV8	00:15:58.991	00:16:04.430	Malls, now let's see, I	malls now lets see i		train
GzSB9ILTbV8-00:16:04.496-00:16:07.399	GzSB9ILTbV8	00:16:04.496	00:16:07.399	There was this wonderful	there was this wonderful		train
GzSB9ILTbV8-00:16:07.466-00:16:08.467	GzSB9ILTbV8	00:16:07.466	00:16:08.467	Malls taught there.	malls taught there		train
GzSB9ILTbV8-00:16:08.534-00:16:10.869	GzSB9ILTbV8	00:16:08.534	00:16:10.869	Bernard Bragg did.	bernard bragg did		train
GzSB9ILTbV8-00:16:10.936-00:16:18.377	GzSB9ILTbV8	00:16:10.936	00:16:18.377	A woman named Carolyn Burns also	a woman named carolyn burns also		train
GzSB9ILTbV8-00:16:18.444-00:16:20.913	GzSB9ILTbV8	00:16:18.444	00:16:20.913	Barry B. Burns.	barry b burns		train
GzSB9ILTbV8-00:16:20.979-00:16:22.815	GzSB9ILTbV8	00:16:20.979	00:16:22.815	He was president of the	he was president of the		train
GzSB9ILTbV8-00:16:22.881-00:16:26.618	GzSB9ILTbV8	00:16:22.881	00:16:26.618	of the Deaf for many years, so	of the deaf for many years so		test
GzSB9ILTbV8-00:16:26.685-00:16:28.253	GzSB9ILTbV8	00:16:26.685	00:16:28.253	And his wife was a librarian.	and his wife was a librarian		train
GzSB9ILTbV8-00:16:28.320-00:16:30.022	GzSB9ILTbV8	00:16:28.320	00:16:30.022	And she worked at the	and she worked at the		train
GzSB9ILTbV8-00:16:30.089-00:16:32.424	GzSB9ILTbV8	00:16:30.089	00:16:32.424	The three of them, and I think	the three of them and i think		test
GzSB9ILTbV8-00:16:32.491-00:16:37.596	GzSB9ILTbV8	00:16:32.491	00:16:37.596	Ralph, Ralph Johnson, I think	ralph ralph johnson i think		train
GzSB9ILTbV8-00:16:37.663-00:16:40.466	GzSB9ILTbV8	00:16:37.663	00:16:40.466	And he was an Hispanic person.	and he was an hispanic person		test
GzSB9ILTbV8-00:16:40.532-00:16:42.267	GzSB9ILTbV8	00:16:40.532	00:16:42.267	He was hearing and	he was hearing and		train
GzSB9ILTbV8-00:16:42.334-00:16:43.502	GzSB9ILTbV8	00:16:42.334	00:16:43.502	He wasn't a great signer.	he wasnt a great signer		train
GzSB9ILTbV8-00:16:43.569-00:16:45.137	GzSB9ILTbV8	00:16:43.569	00:16:45.137	But he was a real	but he was a real		train
GzSB9ILTbV8-00:16:45.204-00:16:48.874	GzSB9ILTbV8	00:16:45.204	00:16:48.874	and a real mover and shaker	and a real mover and shaker		train
GzSB9ILTbV8-00:16:48.941-00:16:50.376	GzSB9ILTbV8	00:16:48.941	00:16:50.376	So they decided	so they decided		train
GzSB9ILTbV8-00:16:50.442-00:16:54.546	GzSB9ILTbV8	00:16:50.442	00:16:54.546	to have some instruction in	to have some instruction in		train
GzSB9ILTbV8-00:16:54.613-00:16:55.748	GzSB9ILTbV8	00:16:54.613	00:16:55.748	So I thought, why not?	so i thought why not		train
GzSB9ILTbV8-00:16:55.814-00:16:56.248	GzSB9ILTbV8	00:16:55.814	00:16:56.248	I joined.	i joined		train
GzSB9ILTbV8-00:16:56.315-00:16:57.549	GzSB9ILTbV8	00:16:56.315	00:16:57.549	A lot of my friends and I went.	a lot of my friends and i went		train
GzSB9ILTbV8-00:16:57.616-00:16:59.385	GzSB9ILTbV8	00:16:57.616	00:16:59.385	I think I was around	i think i was around		train
GzSB9ILTbV8-00:17:01.987-00:17:04.390	GzSB9ILTbV8	00:17:01.987	00:17:04.390	And TD, let's see,	and td lets see		train
GzSB9ILTbV8-00:17:04.456-00:17:06.792	GzSB9ILTbV8	00:17:04.456	00:17:06.792	I believe it is 1967.	i believe it is 1967		train
GzSB9ILTbV8-00:17:06.859-00:17:07.760	GzSB9ILTbV8	00:17:06.859	00:17:07.760	And that's when it was.	and thats when it was		train
GzSB9ILTbV8-00:17:07.826-00:17:09.561	GzSB9ILTbV8	00:17:07.826	00:17:09.561	So at that time National	so at that time national		train
GzSB9ILTbV8-00:17:09.628-00:17:11.363	GzSB9ILTbV8	00:17:09.628	00:17:11.363	had done their tours	had done their tours		train
GzSB9ILTbV8-00:17:11.430-00:17:12.998	GzSB9ILTbV8	00:17:11.430	00:17:12.998	Bernard Bragg came	bernard bragg came		train
GzSB9ILTbV8-00:17:13.065-00:17:13.799	GzSB9ILTbV8	00:17:13.065	00:17:13.799	He was teaching.	he was teaching		valid
GzSB9ILTbV8-00:17:13.866-00:17:15.467	GzSB9ILTbV8	00:17:13.866	00:17:15.467	And he was using a	and he was using a		valid
GzSB9ILTbV8-00:17:15.534-00:17:16.769	GzSB9ILTbV8	00:17:15.534	00:17:16.769	were actually from their show.	were actually from their show		train
GzSB9ILTbV8-00:17:16.835-00:17:19.805	GzSB9ILTbV8	00:17:16.835	00:17:19.805	And we were memorizing	and we were memorizing		train
GzSB9ILTbV8-00:17:19.872-00:17:22.341	GzSB9ILTbV8	00:17:19.872	00:17:22.341	We were also learning	we were also learning		train
GzSB9ILTbV8-00:17:22.408-00:17:24.643	GzSB9ILTbV8	00:17:22.408	00:17:24.643	He was teaching a lot of	he was teaching a lot of		train
GzSB9ILTbV8-00:17:24.710-00:17:28.046	GzSB9ILTbV8	00:17:24.710	00:17:28.046	a lot of poetry techniques	a lot of poetry techniques		train
GzSB9ILTbV8-00:17:28.113-00:17:29.882	GzSB9ILTbV8	00:17:28.113	00:17:29.882	It was wonderful.	it was wonderful		train
GzSB9ILTbV8-00:17:29.948-00:17:31.483	GzSB9ILTbV8	00:17:29.948	00:17:31.483	I was still thinking	i was still thinking		train
GzSB9ILTbV8-00:17:31.550-00:17:32.851	GzSB9ILTbV8	00:17:31.550	00:17:32.851	I felt English was paramount.	i felt english was paramount		train
GzSB9ILTbV8-00:17:32.918-00:17:34.820	GzSB9ILTbV8	00:17:32.918	00:17:34.820	And of course, English	and of course english		valid
GzSB9ILTbV8-00:17:34.887-00:17:37.156	GzSB9ILTbV8	00:17:34.887	00:17:37.156	and you translate it into sign.	and you translate it into sign		valid
GzSB9ILTbV8-00:17:37.222-00:17:38.857	GzSB9ILTbV8	00:17:37.222	00:17:38.857	Malls loved musicals.	malls loved musicals		train
GzSB9ILTbV8-00:17:38.924-00:17:42.027	GzSB9ILTbV8	00:17:38.924	00:17:42.027	And so often he would	and so often he would		train
GzSB9ILTbV8-00:17:42.094-00:17:46.498	GzSB9ILTbV8	00:17:42.094	00:17:46.498	That was really fun and I	that was really fun and i		test
GzSB9ILTbV8-00:17:46.565-00:17:49.601	GzSB9ILTbV8	00:17:46.565	00:17:49.601	Yeah, we'd get the rhythm	yeah wed get the rhythm		train
GzSB9ILTbV8-00:17:49.668-00:17:51.737	GzSB9ILTbV8	00:17:49.668	00:17:51.737	So we would learn	so we would learn		train
GzSB9ILTbV8-00:17:51.804-00:17:54.640	GzSB9ILTbV8	00:17:51.804	00:17:54.640	I think Oliver was one	i think oliver was one		train
GzSB9ILTbV8-00:17:54.706-00:17:57.876	GzSB9ILTbV8	00:17:54.706	00:17:57.876	I don't remember, a few really	i dont remember a few really		train
GzSB9ILTbV8-00:17:57.943-00:17:59.378	GzSB9ILTbV8	00:17:57.943	00:17:59.378	I think it was the Hammersmith?	i think it was the hammersmith		train
GzSB9ILTbV8-00:17:59.445-00:18:01.580	GzSB9ILTbV8	00:17:59.445	00:18:01.580	What are the names of those	what are the names of those		train
GzSB9ILTbV8-00:18:01.647-00:18:02.147	GzSB9ILTbV8	00:18:01.647	00:18:02.147	What is it?	what is it		test
GzSB9ILTbV8-00:18:04.783-00:18:06.585	GzSB9ILTbV8	00:18:04.783	00:18:06.585	Oh, Oscars and Hammerstein.	oh oscars and hammerstein		valid
GzSB9ILTbV8-00:18:06.652-00:18:07.820	GzSB9ILTbV8	00:18:06.652	00:18:07.820	Hammerstein, that's it.	hammerstein thats it		train
GzSB9ILTbV8-00:18:07.886-00:18:09.588	GzSB9ILTbV8	00:18:07.886	00:18:09.588	Those were Malls' favorites.	those were malls favorites		train
GzSB9ILTbV8-00:18:09.655-00:18:12.057	GzSB9ILTbV8	00:18:09.655	00:18:12.057	So those are the musicals	so those are the musicals		train
GzSB9ILTbV8-00:18:12.124-00:18:12.891	GzSB9ILTbV8	00:18:12.124	00:18:12.891	We would learn them.	we would learn them		train
GzSB9ILTbV8-00:18:12.958-00:18:14.927	GzSB9ILTbV8	00:18:12.958	00:18:14.927	And he would tell us,	and he would tell us		train
GzSB9ILTbV8-00:18:14.993-00:18:16.361	GzSB9ILTbV8	00:18:14.993	00:18:16.361	how these things	how these things		valid
GzSB9ILTbV8-00:18:16.428-00:18:18.464	GzSB9ILTbV8	00:18:16.428	00:18:18.464	And listen to how they put	and listen to how they put		train
GzSB9ILTbV8-00:18:18.530-00:18:21.366	GzSB9ILTbV8	00:18:18.530	00:18:21.366	We would memorize them.	we would memorize them		train
GzSB9ILTbV8-00:18:21.433-00:18:23.535	GzSB9ILTbV8	00:18:21.433	00:18:23.535	And we would look	and we would look		train
GzSB9ILTbV8-00:18:23.602-00:18:25.938	GzSB9ILTbV8	00:18:23.602	00:18:25.938	of the people, the actresses	of the people the actresses		train
GzSB9ILTbV8-00:18:26.004-00:18:26.972	GzSB9ILTbV8	00:18:26.004	00:18:26.972	And he knew everything.	and he knew everything		train
GzSB9ILTbV8-00:18:27.039-00:18:27.906	GzSB9ILTbV8	00:18:27.039	00:18:27.906	He read everything.	he read everything		valid
GzSB9ILTbV8-00:18:27.973-00:18:30.008	GzSB9ILTbV8	00:18:27.973	00:18:30.008	And he fed us	and he fed us		valid
GzSB9ILTbV8-00:18:30.075-00:18:32.044	GzSB9ILTbV8	00:18:30.075	00:18:32.044	And he never looked	and he never looked		train
GzSB9ILTbV8-00:18:32.110-00:18:33.479	GzSB9ILTbV8	00:18:32.110	00:18:33.479	He treated us as equals.	he treated us as equals		train
GzSB9ILTbV8-00:18:33.545-00:18:36.081	GzSB9ILTbV8	00:18:33.545	00:18:36.081	He challenged us to	he challenged us to		train
GzSB9ILTbV8-00:18:36.148-00:18:38.116	GzSB9ILTbV8	00:18:36.148	00:18:38.116	So we would learn	so we would learn		train
GzSB9ILTbV8-00:18:38.183-00:18:40.052	GzSB9ILTbV8	00:18:38.183	00:18:40.052	And then we would go	and then we would go		train
GzSB9ILTbV8-00:18:40.118-00:18:41.487	GzSB9ILTbV8	00:18:40.118	00:18:41.487	at this special arena.	at this special arena		train
